-1.0269872,0.30154663,-0.34877482,-0.098079756,0.29740927,0.2778912,0.024820251,-0.02852155,-0.20800821,0.23919152,
-0.77221435,-0.43064278,0.15634009,0.57544833,-0.13895835,0.557813,-0.90190935,0.46558192,0.39875063,0.48818484,
-0.51377773,-0.1832783,0.34497103,-0.30402228,0.3656526,-0.22955215,0.42034936,-0.33818638,0.25955692,0.22642173,
0.28106192,-0.08145828,0.24734086,0.10227744,-0.29402012,-0.1817919,-0.48002017,0.30293813,-0.4383273,0.21463306,
-0.43179008,0.3115815,0.30213442,0.042384557,0.33280978,-0.2315939,0.073133625,0.30623722,-0.24423958,0.061299227,
0.4373461,0.48956,-0.25831047,-0.38407385,-0.4390402,-0.3376608,-0.4333821,-0.095205896,0.34084204,-0.39640284,
0.1291147,-0.46739033,0.14039393,0.20759843,-1.2359812,0.24470745,-0.48623735,-0.37000784,0.09697109,-0.5329099,
-0.60920376,0.29099542,0.26895168,0.22785255,0.21515723,-0.075053826,-0.07449372,0.22605072,-0.15332636,-0.24875456,
-0.50649816,0.26734188,0.3071588,0.33580446,-0.5199888,0.2930996,-0.71613365,0.31019336,-0.03774827,-0.088092394,
-0.49753553,0.06948455,0.27515423,0.2823339,-0.113590084,-0.02114992,-1.5129088,0.33042902,-0.24083513,0.24017414,
-0.77316815,0.36299554,-0.35163444,-0.18619563,-0.012616212,-0.45786074,-0.9619804,0.30420396,0.25699863,0.28130147,
-0.72800547,-0.29003793,0.20415069,0.26570025,-0.7795937,0.2534712,0.2033797,-0.29634655,0.107202515,-0.627974,
0.34792227,0.06635779,0.061702717,0.03357258,0.34592426,0.32753074,-0.20385414,0.3552687,-0.23740053,0.34842983,
0.14994974,-0.23497173,0.16022602,-0.11268552,-0.114550844,0.17248054,0.21171808,-0.38141602,-0.17619564,-0.5946551,
-0.46009916,-0.19678795,0.141134,-0.40052018,0.17915533,-0.2544125,0.1330576,-0.16687047,-0.47784376,0.09898987,
0.27764612,0.34194747,-0.022267375,-0.58463347,-0.039553925,-0.07172159,0.33766186,-0.21032067,-0.2854171,-0.52763873,
